4,13,17,26,30,31,34,38,41,52,53,62,75,96,116,128,134,138,152,159,160,183,188,195,196,200,205,221,224,228,232,240,246,247,262,280,300,304,306,318,330,333,351,358,390,404,408,411,425,434,451,464,472,476,477,483,485,497,508,511
-29.14194,-11.528331,38.049515,-86.16624,45.434162,-143.15517,107.59394,93.097,156.04572,-44.526806,0.52845633,81.24438,16.177069,-85.77446,-24.232605,-23.835266,45.217785,42.946217,-2.4185224,97.42415,-67.91916,-97.26769,-53.859474,-31.694838,-39.428383,-48.86424,25.12399,-63.485806,33.708984,-182.66689,-12.992665,-78.63169,-40.066177,147.01799,-14.645094,49.008514,-88.992386,81.54438,-8.897639,120.74526,44.713894,-190.64197,-67.76348,200.82762,135.00041,12.747408,0.10141468,-75.36477,7.08395,111.09079,-94.09409,11.622316,16.300495,96.38589,56.68826,-18.04351,10.527961,-101.96491,13.266889,101.22186
84.637405,161.98329,19.093964,-16.156235,-91.91631,-79.78525,150.75798,29.921894,-121.33292,-66.56762,140.7652,-34.040672,-76.23293,-297.9441,-63.959534,-45.70493,-46.322254,94.87611,-44.933643,108.92204,-143.03818,-189.41571,-90.21886,-18.650923,-59.693237,-147.96318,-123.5135,-18.645231,-79.65824,-198.92697,10.555218,-43.082558,-127.75554,195.84438,148.35402,29.36747,-29.337017,52.575752,-202.26944,-39.569725,155.35254,-150.69676,-58.12582,139.30855,144.22853,-95.694145,-130.50105,-51.25772,-146.54303,345.29916,-77.73739,-8.781374,-106.66712,-40.479317,83.29564,38.7795,46.701714,27.370245,10.331673,36.679665
31.603592,246.89539,18.473038,-36.484165,-18.76085,7.157277,123.615974,123.77159,-152.18318,-26.92935,34.784454,-18.78834,28.471226,-176.0471,-65.37085,-72.577774,27.174805,66.753746,15.58659,100.743645,-96.974754,-159.20164,-63.34556,-9.455562,72.47085,-113.32241,-39.1572,-66.144264,-50.436855,-195.40149,-15.214245,-91.72096,-132.51515,180.0947,131.653,195.3512,-152.1276,-9.897641,-115.38691,59.969604,145.12062,-173.9787,-109.92909,50.206776,84.37537,-151.89784,-77.103455,-101.77884,-32.150997,266.4584,16.124104,51.57898,-44.444218,1.4968009,36.675488,-90.79826,-32.732315,-26.580807,54.983738,25.96179
265.64706,23.445145,39.702415,-50.449387,-4.067392,-136.17726,143.91628,-47.359276,37.900986,-116.79134,160.16434,27.227333,61.147842,-121.98573,-30.236046,75.19179,16.198214,32.199757,-47.973698,60.215214,-140.94241,-196.38753,-40.78313,-45.34916,-36.98961,-20.62965,-53.056774,-13.599465,83.84097,-157.20152,14.195133,69.3633,-117.181465,173.18835,139.66393,77.52415,39.738777,145.25377,-22.401207,116.62742,122.1065,-141.02469,-22.771517,141.71863,54.004658,-20.363142,-159.67494,-124.64966,-73.675964,218.42584,3.2529943,-30.185379,36.616356,17.92772,18.744926,46.01512,-104.53087,-99.658905,178.54083,92.93753
-5.2134466,-42.506924,74.53148,5.187895,-147.68132,9.523516,173.18886,108.15728,-263.52148,-12.029865,152.62798,-17.649742,26.673891,-143.84052,60.834644,-43.42637,-105.1717,128.02168,-27.672092,68.85785,-78.49521,-8.079358,-13.77053,28.256311,53.76615,-97.693405,51.80594,-20.562725,-75.73638,-174.65959,77.649734,75.04004,-54.82157,99.637794,101.93309,170.28502,-162.22205,-12.898394,-113.474304,106.28138,158.65854,-105.57485,-36.972733,38.587105,144.77005,-90.81183,-78.8126,-142.27574,-2.378343,313.12732,35.905895,-112.56883,-105.216705,9.410617,50.591255,-71.52849,31.512688,92.05204,-78.87203,-32.60739
29.947666,2.8795629,126.23657,159.26285,-48.090504,-39.857327,110.41442,100.41311,-144.60883,-74.40718,72.259865,-153.40308,65.10141,-235.717,-45.157806,-24.014412,-32.02288,45.927097,-23.674719,68.106575,-94.35592,-69.25781,-58.01288,-41.96362,-30.202353,-113.18534,-69.125496,6.5689483,-99.08439,-165.32182,61.37485,-1.500297,-105.24539,192.77502,75.660385,137.29207,-114.38961,124.616516,-95.91053,56.005093,139.45372,-97.059006,37.526447,67.17519,95.382835,-96.956375,-115.75742,-76.88225,-80.95847,282.4486,-50.13936,-98.405014,-104.13401,-10.598998,-29.584896,35.339863,-87.48254,49.344654,6.645704,-15.080067
140.2633,55.818996,-84.352486,-73.90729,17.183903,-33.346466,90.45566,105.49846,-47.178825,-179.65721,102.45983,103.49182,57.30544,-140.02243,-74.348015,61.684704,-41.546963,68.423325,-83.58527,118.36554,15.5851345,-254.56407,-102.94946,-49.045036,98.28524,-58.729893,-70.92079,-9.921193,14.68762,-202.15489,-16.526114,79.59312,-124.4272,24.232344,74.9742,116.74834,-127.80462,197.89622,2.488074,114.803055,180.139,-184.84518,-110.15668,133.06908,50.304913,-94.2781,-88.76376,-157.26982,-112.11324,72.9125,-126.83792,-105.692566,45.79698,-15.380991,-19.26931,43.23656,-80.6996,-133.83214,111.39407,115.43429
127.139534,87.981834,95.90963,-54.057846,28.626686,-159.04073,51.63974,113.43142,27.085075,-100.09558,180.78143,200.02644,57.45227,-144.32788,-5.104515,100.76208,68.01426,21.86231,-28.734133,127.032646,-45.2306,-150.22702,32.195305,-25.600513,31.57086,3.9289145,15.715027,-46.87148,94.49652,-242.95824,64.99086,-29.137587,-74.13296,175.89545,58.225346,224.71617,-109.09099,6.62788,-91.158676,156.45155,178.86163,-109.98184,-120.43297,8.959536,109.22681,-82.44616,-171.96385,-63.803116,47.76786,258.62857,90.16162,38.926758,125.23937,-8.854579,28.941833,0.81877995,18.004744,-40.26442,-0.036159515,51.563187
35.813835,14.337011,176.71521,-174.59067,26.440865,-48.094578,-43.609314,212.28941,-137.35478,43.042034,70.51009,-43.61378,67.05484,-283.18878,17.836533,-7.939617,6.5291357,101.84201,-69.187126,131.1031,35.242085,-132.0363,-151.0386,86.03067,-128.45258,-113.397316,-8.791512,-48.456673,22.113564,-8.106572,60.45216,-94.0945,-162.48303,315.277,-41.089848,159.54636,-46.20763,-63.508823,-43.88569,13.820852,21.196812,-70.010925,-111.95325,194.5195,118.80615,-89.186195,7.0959196,-89.4503,31.299238,249.94305,-93.68322,-108.31839,-82.53145,10.560259,40.848072,-12.771255,14.129213,-107.115585,-133.18015,-16.301752
