4,13,31,34,52,53,56,62,75,82,86,96,100,104,109,114,116,128,134,138,141,150,152,159,160,161,183,188,195,200,205,216,221,228,229,237,238,246,258,262,269,271,280,297,300,318,320,323,330,333,347,351,358,378,390,395,401,404,408,411,425,426,434,441,451,464,472,476,485,495,508,511
-29.14194,-11.528331,-143.15517,107.59394,-44.526806,0.52845633,42.83871,81.24438,16.177069,-41.48673,-64.662186,-85.77446,-30.742311,-71.648026,11.598848,-110.090675,-24.232605,-23.835266,45.217785,42.946217,97.17474,131.58086,-2.4185224,97.42415,-67.91916,-38.372387,-97.26769,-53.859474,-31.694838,-48.86424,25.12399,63.228676,-63.485806,-182.66689,-149.77518,-135.86923,-40.017796,-40.066177,83.42202,-14.645094,153.04575,-50.595947,49.008514,181.88528,-88.992386,120.74526,22.591028,11.551544,44.713894,-190.64197,136.26176,-67.76348,200.82762,-2.1934774,135.00041,47.961464,92.57107,12.747408,0.10141468,-75.36477,7.08395,-209.50266,111.09079,-69.72406,-94.09409,11.622316,16.300495,96.38589,10.527961,-50.240147,13.266889,101.22186
84.637405,161.98329,-79.78525,150.75798,-66.56762,140.7652,75.919586,-34.040672,-76.23293,-66.69269,-17.000872,-297.9441,-8.81876,-14.22284,53.347397,-207.31157,-63.959534,-45.70493,-46.322254,94.87611,213.79274,-53.962914,-44.933643,108.92204,-143.03818,-50.781685,-189.41571,-90.21886,-18.650923,-147.96318,-123.5135,25.753372,-18.645231,-198.92697,120.021034,-128.81783,-148.53163,-127.75554,277.03418,148.35402,66.0639,-178.01236,29.36747,90.29612,-29.337017,-39.569725,-46.67433,86.277,155.35254,-150.69676,76.74909,-58.12582,139.30855,-105.45936,144.22853,-21.802776,84.05854,-95.694145,-130.50105,-51.25772,-146.54303,-217.18442,345.29916,-4.309899,-77.73739,-8.781374,-106.66712,-40.479317,46.701714,-73.757904,10.331673,36.679665
31.603592,246.89539,7.157277,123.615974,-26.92935,34.784454,114.00496,-18.78834,28.471226,30.032003,19.68365,-176.0471,-48.615982,-106.29913,42.447586,-139.08867,-65.37085,-72.577774,27.174805,66.753746,192.8583,-21.20885,15.58659,100.743645,-96.974754,-60.229477,-159.20164,-63.34556,-9.455562,-113.32241,-39.1572,127.90226,-66.144264,-195.40149,6.8500233,-195.00482,-90.97229,-132.51515,140.73477,131.653,98.817184,-20.247105,195.3512,57.697594,-152.1276,59.969604,-123.20095,91.84786,145.12062,-173.9787,13.468929,-109.92909,50.206776,-14.590111,84.37537,59.05875,39.531193,-151.89784,-77.103455,-101.77884,-32.150997,-240.82773,266.4584,-39.09126,16.124104,51.57898,-44.444218,1.4968009,-32.732315,-64.446144,54.983738,25.96179
265.64706,23.445145,-136.17726,143.91628,-116.79134,160.16434,12.813471,27.227333,61.147842,103.80479,31.294456,-121.98573,114.23157,-82.81027,5.967843,-117.022896,-30.236046,75.19179,16.198214,32.199757,205.3705,78.047874,-47.973698,60.215214,-140.94241,73.18488,-196.38753,-40.78313,-45.34916,-20.62965,-53.056774,146.32892,-13.599465,-157.20152,-38.8352,-94.033005,-110.2942,-117.181465,35.687206,139.66393,139.96306,-63.735058,77.52415,125.82341,39.738777,116.62742,15.093771,18.368996,122.1065,-141.02469,49.426582,-22.771517,141.71863,-63.126884,54.004658,-18.24431,55.17215,-20.363142,-159.67494,-124.64966,-73.675964,-119.58288,218.42584,-125.5261,3.2529943,-30.185379,36.616356,17.92772,-104.53087,-60.66916,178.54083,92.93753
-5.2134466,-42.506924,9.523516,173.18886,-12.029865,152.62798,95.53716,-17.649742,26.673891,-75.41312,-85.31772,-143.84052,-88.08414,12.881057,-26.475576,-91.32383,60.834644,-43.42637,-105.1717,128.02168,388.99002,-29.435852,-27.672092,68.85785,-78.49521,-75.64324,-8.079358,-13.77053,28.256311,-97.693405,51.80594,61.796577,-20.562725,-174.65959,-1.2012088,-149.79164,-83.595665,-54.82157,250.8108,101.93309,123.89836,-135.0237,170.28502,88.54062,-162.22205,106.28138,-40.58144,-75.890076,158.65854,-105.57485,47.816795,-36.972733,38.587105,-42.106503,144.77005,-21.073715,190.00076,-90.81183,-78.8126,-142.27574,-2.378343,-226.67264,313.12732,-116.81078,35.905895,-112.56883,-105.216705,9.410617,31.512688,-7.415275,-78.87203,-32.60739
29.947666,2.8795629,-39.857327,110.41442,-74.40718,72.259865,-54.385746,-153.40308,65.10141,-43.401028,-11.816739,-235.717,68.99604,12.068545,12.516981,-134.07063,-45.157806,-24.014412,-32.02288,45.927097,226.99644,-151.5996,-23.674719,68.106575,-94.35592,-130.10384,-69.25781,-58.01288,-41.96362,-113.18534,-69.125496,-25.134815,6.5689483,-165.32182,-10.653246,-185.14156,-66.41828,-105.24539,187.1292,75.660385,183.49263,-183.19798,137.29207,73.8501,-114.38961,56.005093,-70.41124,13.210785,139.45372,-97.059006,66.85313,37.526447,67.17519,-121.16005,95.382835,-74.95504,77.062035,-96.956375,-115.75742,-76.88225,-80.95847,-248.19833,282.4486,-88.42985,-50.13936,-98.405014,-104.13401,-10.598998,-87.48254,-106.31861,6.645704,-15.080067
140.2633,55.818996,-33.346466,90.45566,-179.65721,102.45983,111.35668,103.49182,57.30544,25.886545,35.780437,-140.02243,57.308796,-28.53609,-9.725453,-66.199844,-74.348015,61.684704,-41.546963,68.423325,171.42249,91.963646,-83.58527,118.36554,15.5851345,-24.387716,-254.56407,-102.94946,-49.045036,-58.729893,-70.92079,65.524475,-9.921193,-202.15489,-23.057663,-164.35686,-157.259,-124.4272,-7.402429,74.9742,135.94368,-112.31688,116.74834,111.26995,-127.80462,114.803055,-28.546154,61.996166,180.139,-184.84518,-11.0100155,-110.15668,133.06908,-96.2606,50.304913,31.126278,121.5298,-94.2781,-88.76376,-157.26982,-112.11324,-202.337,72.9125,-100.74827,-126.83792,-105.692566,45.79698,-15.380991,-80.6996,-44.884743,111.39407,115.43429
127.139534,87.981834,-159.04073,51.63974,-100.09558,180.78143,54.670006,200.02644,57.45227,27.34038,-47.285618,-144.32788,12.286907,-22.681126,-8.958756,-123.81536,-5.104515,100.76208,68.01426,21.86231,329.6934,3.6116052,-28.734133,127.032646,-45.2306,-34.647934,-150.22702,32.195305,-25.600513,3.9289145,15.715027,92.24552,-46.87148,-242.95824,-68.15966,-24.610405,-150.27307,-74.13296,82.458694,58.225346,47.216602,-118.3039,224.71617,86.79262,-109.09099,156.45155,108.79366,-13.529329,178.86163,-109.98184,28.647171,-120.43297,8.959536,-42.225426,109.22681,8.019901,82.40915,-82.44616,-171.96385,-63.803116,47.76786,-226.6919,258.62857,-120.48559,90.16162,38.926758,125.23937,-8.854579,18.004744,-64.91185,-0.036159515,51.563187
35.813835,14.337011,-48.094578,-43.609314,43.042034,70.51009,109.74696,-43.61378,67.05484,26.69408,68.50069,-283.18878,24.125183,-94.63584,-29.176851,-135.63101,17.836533,-7.939617,6.5291357,101.84201,21.734535,34.869694,-69.187126,131.1031,35.242085,-183.87631,-132.0363,-151.0386,86.03067,-113.397316,-8.791512,-241.68047,-48.456673,-8.106572,1.0583677,-191.72086,-190.93956,-162.48303,109.20078,-41.089848,64.52195,-164.76315,159.54636,-2.3777657,-46.20763,13.820852,-50.30078,-193.4351,21.196812,-70.010925,11.86776,-111.95325,194.5195,-57.538567,118.80615,147.76309,90.10443,-89.186195,7.0959196,-89.4503,31.299238,-116.52351,249.94305,40.145927,-93.68322,-108.31839,-82.53145,10.560259,14.129213,-6.4490604,-133.18015,-16.301752
